Folder Name,Song Name,Artist,Album,Year,Charter,Diff Band,Diff Guitar,Diff Bass,Diff Drums,Diff Keys,Diff Vocals,Diff Pro Guitar,Diff Pro Bass,Diff Pro Keys,Diff Pro Drums,Diff Vocal Harmonies,Has Pro Guitar,Has Pro Keys,Has Pro Drums,Has Vocal Harmonies,Audio Tracks,Guitar Tuning,Bass Tuning,S.SterrGtuning,S.SterrBtuning,S.SterrStatus
Matchbox Twenty - She's So Mean,She's So Mean,Matchbox Twenty,North,2012,Harmonix,2,2,2,3,1,5,-1,-1,1,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Meat Loaf - Paradise by the Dashboard Light,Paradise by the Dashboard Light,Meat Loaf,Bat Out of Hell,1977,Harmonix,6,5,5,5,6,5,-1,-1,6,5,5,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,0 0 0 0,matched
Megadeth - A Tout le Monde (2x Bass Pedal Expert+),A Tout le Monde,Megadeth,Youthanasia,1994,Harmonix,1,3,1,2,-1,2,-1,-1,-1,2,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1 -1,matched
Megadeth - Public Enemy No. 1 (2x Bass Pedal Expert+),Public Enemy No. 1,Megadeth,TH1RT3EN,2011,Harmonix,5,6,3,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Megadeth - Symphony of Destruction,Symphony of Destruction,Megadeth,Countdown to Extinction,1992,Harmonix,2,4,3,2,-1,2,4,2,-1,2,2,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Men at Work - Down Under,Down Under,Men at Work,Business as Usual,1982,Harmonix,2,2,1,3,4,4,-1,-1,4,3,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Men at Work - Overkill,Overkill,Men at Work,Cargo,1983,Harmonix,2,3,2,2,2,4,-1,-1,2,2,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Merle Haggard - Mama Tried,Mama Tried,Merle Haggard,Mama Tried,1968,Harmonix,2,4,1,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Merle Haggard - Mama Tried (RB3 version),Mama Tried (RB3 version),Merle Haggard,Mama Tried,1968,Harmonix,2,4,1,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Metric - Combat Baby,Combat Baby,Metric,"Old World Underground, Where Are You Now?",2003,Harmonix,1,3,3,3,0,4,3,6,0,3,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Midnight Oil - Power and the Passion,Power and the Passion,Midnight Oil,"10, 9, 8, 7, 6, 5, 4, 3, 2, 1",1982,Harmonix,3,2,2,4,2,3,-1,-1,2,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Modern English - I Melt with You,I Melt with You,Modern English,After the Snow,1982,Harmonix,1,2,3,3,1,1,-1,-1,2,3,1,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Mr. Big - To Be With You,To Be With You,Mr. Big,Lean Into It,1991,Harmonix,1,2,1,0,-1,5,1,0,-1,0,5,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Mudvayne - Happy,Happy?,Mudvayne,Lost and Found,2005,Harmonix,4,4,5,5,0,2,4,6,0,5,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -4 -2 -2 -2,matched
My Chemical Romance - Helena,Helena,My Chemical Romance,Three Cheers for Sweet Revenge,2004,Harmonix,2,3,2,4,2,3,-1,-1,2,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
My Chemical Romance - Sing,Sing,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,2010,Harmonix,4,2,3,4,3,5,-1,-1,3,4,5,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
My Chemical Romance - Teenagers,Teenagers,My Chemical Romance,The Black Parade,2006,Harmonix,2,3,2,3,3,2,3,2,3,3,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Nazareth - Love Hurts,Love Hurts,Nazareth,The Anthology,1975,Harmonix,0,0,0,0,-1,2,-1,-1,-1,0,2,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
New Order - Blue Monday (2x Bass Pedal Expert+),Blue Monday,New Order,Blue Monday,1983,Harmonix,1,0,3,4,1,1,0,1,1,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0 0,matched
Nickelback - Animals (2x Bass Pedal Expert+),Animals,Nickelback,All the Right Reasons,2005,Harmonix,3,3,3,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Nickelback - How You Remind Me,How You Remind Me,Nickelback,Silver Side Up,2001,Harmonix,1,2,1,2,-1,3,1,0,-1,2,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-2 0 0 0 0 0,0 0 0 0 0,matched
Nickelback - If Today Was Your Last Day,If Today Was Your Last Day,Nickelback,Dark Horse,2008,Harmonix,1,1,1,3,2,4,-1,-1,2,3,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Nickelback - Someday,Someday,Nickelback,The Long Road,2003,Harmonix,1,2,1,2,-1,3,-1,-1,-1,2,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,0 0 0 0 0,matched
Nickelback - This Means War (2x Bass Pedal Expert+),This Means War,Nickelback,Here and Now,2011,Harmonix,2,4,3,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1 -1,-1 -1 -1 -1 -1,matched
Night Ranger - Sister Christian,Sister Christian,Night Ranger,Midnight Madness,1983,Harmonix,4,5,0,1,5,2,2,0,6,1,2,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Nightwish - Amaranth,Amaranth,Nightwish,Dark Passion Play,2007,Harmonix,2,2,2,2,3,5,2,1,3,2,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,-2 -2 -2 -2,matched
Nine Inch Nails - Closer,Closer,Nine Inch Nails,The Downward Spiral,1994,Harmonix,1,2,2,3,1,3,-1,-1,1,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,0 0 0 0 0,matched
Nine Inch Nails - Head Like a Hole (2x Bass Pedal Expert+),Head Like a Hole,Nine Inch Nails,Pretty Hate Machine,1989,Harmonix,6,2,5,5,6,3,1,4,6,5,3,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,0 0 0 0 0,matched
Nine Inch Nails - Sanctified,Sanctified,Nine Inch Nails,Pretty Hate Machine,1989,Harmonix,1,2,0,4,1,2,-1,-1,2,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Nine Inch Nails - Terrible Lie,Terrible Lie,Nine Inch Nails,Pretty Hate Machine,1989,Harmonix,1,0,0,3,3,3,-1,-1,4,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Nine Inch Nails - The Only Time,The Only Time,Nine Inch Nails,Pretty Hate Machine,1989,Harmonix,1,-1,0,2,3,2,-1,-1,1,2,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0,matched
Nirvana - All Apologies,All Apologies,Nirvana,In Utero,1993,Harmonix,1,2,2,2,1,2,-1,-1,1,2,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -1 -1 -1 -1 -1,-3 -1 -1 -1,matched
Nirvana - Heart-Shaped Box,Heart-Shaped Box,Nirvana,In Utero,1993,Harmonix,2,2,3,3,-1,3,2,2,-1,3,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-3 -1 -1 -1 -1 -1,-3 -1 -1 -1,matched
Nirvana - Rape Me,Rape Me,Nirvana,In Utero,1993,Harmonix,1,2,2,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Nirvana - You Know You're Right,You Know You're Right,Nirvana,Nirvana,2002,Harmonix,2,3,3,3,-1,2,-1,-1,-1,3,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Ohio Players - Fire,Fire,Ohio Players,Fire,1974,Harmonix,5,5,2,4,4,6,-1,-1,5,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ohio Players - Love Rollercoaster,Love Rollercoaster,Ohio Players,Honey,1975,Harmonix,5,4,3,4,6,6,2,6,6,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Oingo Boingo - Weird Science,Weird Science,Oingo Boingo,Dead Man's Party,1985,Harmonix,5,4,4,2,6,6,-1,-1,6,2,6,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
OK Go - Shooting the Moon,Shooting the Moon,OK Go,Of the Blue Colour of the Sky,2010,Harmonix,2,3,0,3,3,3,-1,-1,3,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,Unknown,matched
Opeth - Ghost of Perdition (2x Bass Pedal Expert+),Ghost of Perdition,Opeth,Ghost Reveries,2005,Harmonix,6,5,5,5,4,2,-1,-1,-1,5,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 -2 -2 0,-2 0 0 0,matched
Owl City - Fireflies,Fireflies,Owl City,Ocean Eyes,2009,Harmonix,2,0,1,4,4,4,-1,-1,4,4,4,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ozzy Osbourne - Bark at the Moon (2x Bass Pedal Expert+),Bark at the Moon,Ozzy Osbourne,Bark at the Moon,1983,Harmonix,5,6,4,4,-1,2,6,5,-1,4,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ozzy Osbourne - Crazy Train,Crazy Train,Ozzy Osbourne,Blizzard of Ozz,1980,Harmonix,6,6,6,6,-1,0,6,5,-1,6,0,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ozzy Osbourne - Diary of a Madman,Diary of a Madman,Ozzy Osbourne,Diary of a Madman,1981,Harmonix,3,3,2,3,3,4,-1,-1,4,3,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Ozzy Osbourne - Flying High Again,Flying High Again,Ozzy Osbourne,Diary of a Madman,1981,Harmonix,4,6,3,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Ozzy Osbourne - I Don't Know,I Don't Know,Ozzy Osbourne,Blizzard of Ozz,1980,Harmonix,5,5,4,4,-1,1,-1,-1,-1,4,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
"Ozzy Osbourne - Mama, I'm Coming Home","Mama, I'm Coming Home",Ozzy Osbourne,No More Tears,1991,Harmonix,0,2,3,2,-1,2,2,3,-1,2,2,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Ozzy Osbourne - Mr. Crowley,Mr. Crowley,Ozzy Osbourne,Blizzard of Ozz,1980,Harmonix,4,6,3,4,2,2,6,4,2,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ozzy Osbourne - Over the Mountain,Over the Mountain,Ozzy Osbourne,Diary of a Madman,1981,Harmonix,4,5,2,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Ozzy Osbourne - Steal Away (The Night),Steal Away (The Night),Ozzy Osbourne,Blizzard of Ozz,1980,Harmonix,4,4,4,4,-1,2,-1,-1,-1,4,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Panic! at the Disco - I Write Sins Not Tragedies,I Write Sins Not Tragedies,Panic! At the Disco,A Fever You Can't Sweat Out,2005,Harmonix,2,2,2,4,3,4,-1,-1,4,4,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,-2 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Pantera - 5 Minutes Alone (2x Bass Pedal Expert+),5 Minutes Alonea,Pantera,Far Beyond Driven,1994,Harmonix,5,5,6,4,-1,3,5,6,-1,4,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,-2 -2 -2 -2,matched
Pantera - I'm Broken (2x Bass Pedal Expert+),I'm Broken,Pantera,Far Beyond Driven,1994,Harmonix,5,4,4,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,-2 -2 -2 -2,matched
Pantera - Mouth for War (2x Bass Pedal Expert+),Mouth for War,Pantera,Vulgar Display of Power,1992,Harmonix,6,5,5,5,-1,3,-1,-1,-1,5,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pantera - Walk (2x Bass Pedal Expert+),Walk,Pantera,Vulgar Display of Power,1992,Harmonix,6,5,5,4,-1,3,4,4,-1,4,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2,-2 -2 -2 -2,matched
Papa Roach - Forever,Forever,Papa Roach,The Paramour Sessions,2006,Harmonix,1,1,1,3,1,3,-1,-1,1,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Paramore - Brick By Boring Brick,Brick by Boring Brick,Paramore,Brand New Eyes,2009,Harmonix,4,2,2,4,2,4,-1,-1,2,4,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Paramore - Ignorance,Ignorance,Paramore,Brand New Eyes,2009,Harmonix,4,3,2,4,1,6,-1,-1,1,4,6,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,-2 0 0 0,matched
Paramore - Misery Business,Misery Business,Paramore,Riot!,2007,Harmonix,5,3,4,5,-1,6,4,3,-1,5,6,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-3 -1 -1 -1 -1 -1,-3 -3 -3 -3,matched
Paramore - Pressure,Pressure,Paramore,All We Know Is Falling,2005,Harmonix,2,3,2,3,-1,3,-1,-1,-1,3,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 0 0 0 0 0,-2 0 0 0,matched
Paramore - The Only Exception,The Only Exception,Paramore,Brand New Eyes,2009,Harmonix,2,1,1,1,2,4,1,1,2,1,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pat Benatar - Fire and Ice,Fire and Ice,Pat Benatar,Precious Time,1981,Harmonix,1,3,2,2,-1,2,-1,-1,-1,2,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pat Benatar - Invincible,Invincible,Pat Benatar,Seven the Hard Way,1985,Harmonix,3,3,3,4,2,2,-1,-1,2,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pat Benatar - Love Is a Battlefield,Love Is a Battlefield,Pat Benatar,Live from Earth,1983,Harmonix,5,4,3,4,1,3,-1,-1,1,4,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,-2 0 0 0,matched
Pat Benatar - Promises in the Dark,Promises in the Dark,Pat Benatar,Precious Time,1981,Harmonix,3,3,2,3,3,2,-1,-1,4,3,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pat Benatar - Shadows of the Night,Shadows of the Night,Pat Benatar,Get Nervous,1982,Harmonix,3,3,2,3,4,3,-1,-1,4,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Pat Benatar - We Belong,We Belong,Pat Benatar,Tropico,1984,Harmonix,1,2,2,0,3,3,0,0,3,0,3,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Paul McCartney - Maybe I'm Amazed,Maybe I'm Amazed,Paul McCartney,McCartney,1970,Harmonix,1,2,1,3,3,4,-1,-1,3,3,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Paul McCartney & Wings - Band on the Run,Band on the Run,Paul McCartney & Wings,Band on the Run,1973,Harmonix,2,3,1,2,2,4,-1,-1,2,2,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
