Folder Name,Song Name,Artist,Album,Year,Charter,Diff Band,Diff Guitar,Diff Bass,Diff Drums,Diff Keys,Diff Vocals,Diff Pro Guitar,Diff Pro Bass,Diff Pro Keys,Diff Pro Drums,Diff Vocal Harmonies,Has Pro Guitar,Has Pro Keys,Has Pro Drums,Has Vocal Harmonies,Audio Tracks,Guitar Tuning,Bass Tuning,S.SterrGtuning,S.SterrBtuning,S.SterrStatus
Huey Lewis and the News - I Want a New Drug,I Want a New Drug,Huey Lewis and the News,Sports,1983,Harmonix,4,4,1,1,5,4,5,1,5,1,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Huey Lewis and the News - The Heart of Rock & Roll,The Heart of Rock & Roll,Huey Lewis and the News,Sports,1983,Harmonix,3,2,2,2,4,4,-1,-1,4,2,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Huey Lewis and the News - The Power of Love,The Power of Love,Huey Lewis and the News,Greatest Hits,1985,Harmonix,2,5,4,0,3,5,5,4,3,0,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Hypernova - Viva la Resistance,Viva la Resistance,Hypernova,Through the Chaos,2010,Harmonix,5,4,4,6,-1,4,3,2,-1,6,4,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Ida Maria - Oh My God,Oh My God,Ida Maria,Fortress Round My Heart,2008,Harmonix,3,3,3,4,0,4,3,4,0,4,4,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Incubus - Adolescents,Adolescents,Incubus,"If Not Now, When?",2011,Harmonix,3,4,1,3,4,3,-1,-1,4,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Incubus - Drive,Drive,Incubus,Make Yourself,1999,Harmonix,1,3,2,1,-1,3,-1,-1,-1,1,3,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Incubus - Pardon Me,Pardon Me,Incubus,Make Yourself,1999,Harmonix,2,2,1,4,-1,3,2,1,-1,4,3,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Incubus - Wish You Were Here,Wish You Were Here,Incubus,Morning View,2001,Harmonix,2,2,1,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Inhabited - Open My Eyes,Open My Eyes,Inhabited,The Revolution,2005,Harmonix,2,4,2,4,2,3,-1,-1,4,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,Unknown,matched_no_guitar_or_bass_track
INXS - Need You Tonight,Need You Tonight,INXS,Kick,1987,Harmonix,2,0,0,4,0,5,2,1,0,4,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Iron Maiden - Flight of Icarus,Flight of Icarus,Iron Maiden,Piece of Mind,1983,Harmonix,6,6,4,5,-1,6,5,4,-1,5,6,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Iron Maiden - Infinite Dreams,Infinite Dreams,Iron Maiden,Seventh Son of a Seventh Son,1988,Harmonix,5,4,5,5,1,4,-1,-1,1,5,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Iron Maiden - Phantom of the Opera,Phantom of the Opera,Iron Maiden,Iron Maiden,1980,Harmonix,6,6,6,6,-1,6,-1,-1,-1,6,6,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Iron Maiden - Rime of the Ancient Mariner,Rime of the Ancient Mariner,Iron Maiden,Powerslave,1984,Harmonix,6,6,6,6,-1,4,6,6,-1,6,4,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Iron Maiden - Seventh Son of a Seventh Son (2x Bass Pedal Expert+),Seventh Son of a Seventh Son,Iron Maiden,Seventh Son of a Seventh Son,1988,Harmonix,6,6,5,6,1,5,-1,-1,1,6,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Iron Maiden - The Prisoner,The Prisoner,Iron Maiden,The Number of the Beast,1982,Harmonix,6,6,5,5,-1,4,-1,-1,1,6,4,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
James Brown - I Got You (I Feel Good),I Got You (I Feel Good),James Brown,Alternate Studio Version,1974,Harmonix,5,4,6,3,6,6,2,4,6,3,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
"James Brown - Super Bad, Pts. 1 & 2","Super Bad, Pts. 1 & 2",James Brown,20 All-Time Greatest Hits,1970,Harmonix,6,4,4,4,6,5,3,4,3,4,-1,TRUE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Jane's Addiction - Been Caught Stealing,Been Caught Stealing,Jane's Addiction,Ritual de lo Habitual,1990,Harmonix,5,6,5,5,-1,5,5,3,-1,5,5,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Janis Joplin & the Full Tilt Boogie Band - Me and Bobby McGee,Me and Bobby McGee,Janis Joplin & the Full Tilt Boogie Band,Pearl,1971,Harmonix,5,4,3,4,5,4,-1,-1,5,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Jason Aldean - Crazy Town,Crazy Town,Jason Aldean,Wide Open,2009,Harmonix,2,4,2,3,-1,3,-1,-1,-1,3,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Jason Aldean - Crazy Town (RB3 version),Crazy Town (RB3 version),Jason Aldean,Wide Open,2009,Harmonix,2,4,2,3,4,3,-1,-1,4,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0 0,matched
Jefferson Airplane - Somebody to Love,Somebody to Love,Jefferson Airplane,Surrealistic Pillow,1967,Harmonix,2,3,3,3,-1,3,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Jimi Hendrix - Angel,Angel,Jimi Hendrix,The Cry of Love,1971,Harmonix,2,3,2,3,-1,3,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,22 22 21 21,matched
Jimi Hendrix - Dolly Dagger,Dolly Dagger,Jimi Hendrix,Rainbow Bridge,1971,Harmonix,6,5,3,4,-1,6,-1,-1,-1,4,6,FALSE,FALSE,TRUE,TRUE,"drums.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Jimi Hendrix - Freedom,Freedom,Jimi Hendrix,The Cry of Love,1971,Harmonix,5,4,4,4,1,5,5,4,1,4,5,TRUE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Jimi Hendrix - Voodoo Child (Slight Return) (Live),Voodoo Child (Slight Return) (Live),Jimi Hendrix,Live at Woodstock,1969,Harmonix,6,6,4,5,-1,6,-1,-1,1,5,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Joan Jett & The Blackhearts - I Love Rock N' Roll,I Love Rock N' Roll,Joan Jett & The Blackhearts,I Love Rock N' Roll,1981,Harmonix,0,1,0,0,1,0,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Crippled Inside,Crippled Inside,John Lennon,Imagine,1971,Harmonix,3,3,2,3,6,2,-1,-1,6,3,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Gimme Some Truth,Gimme Some Truth,John Lennon,Imagine,1971,Harmonix,1,3,2,2,2,2,-1,-1,4,2,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - How,How?,John Lennon,Imagine,1971,Harmonix,0,1,1,1,1,1,-1,-1,3,1,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0,matched
John Lennon - How Do You Sleep,How Do You Sleep?,John Lennon,Imagine,1971,Harmonix,1,3,2,3,5,2,3,0,5,3,-1,TRUE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - I Don't Wanna Be a Soldier Mama,I Don't Wanna Be a Soldier Mama,John Lennon,Imagine,1971,Harmonix,3,2,3,3,5,2,-1,-1,6,3,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Imagine,Imagine,John Lennon,Imagine,1971,Harmonix,0,-1,0,0,2,0,-1,0,2,0,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,0 0 0 0,matched
John Lennon - It's So Hard,It's So Hard,John Lennon,Imagine,1971,Harmonix,1,2,1,1,2,2,-1,-1,2,1,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Jealous Guy,Jealous Guy,John Lennon,Imagine,1971,Harmonix,0,1,1,0,3,2,-1,-1,4,0,-1,FALSE,TRUE,TRUE,FALSE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Oh My Love,Oh My Love,John Lennon,Imagine,1971,Harmonix,1,1,1,-1,1,1,-1,-1,3,-1,-1,FALSE,TRUE,FALSE,FALSE,"guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
John Lennon - Oh Yoko!,Oh Yoko!,John Lennon,Imagine,1971,Harmonix,4,2,2,4,6,2,-1,-1,6,4,2,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
"Johnny Cash - Cry, Cry, Cry","Cry, Cry, Cry",Johnny Cash,Classic Cash: Hall of Fame Series,1957,Harmonix,5,4,1,4,4,2,-1,-1,5,4,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Dont Take Your Guns to Town,Don't Take Your Guns to Town,Johnny Cash,Classic Cash: Hall of Fame Series,1959,Harmonix,2,3,1,3,3,2,-1,-1,3,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Five Feet High and Rising,Five Feet High and Rising,Johnny Cash,Classic Cash: Hall of Fame Series,1959,Harmonix,1,1,0,3,3,1,-1,-1,3,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Folsom Prison Blues,Folsom Prison Blues,Johnny Cash,Classic Cash: Hall of Fame Series,1957,Harmonix,4,2,2,1,0,5,-1,-1,3,5,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - I Got Stripes,I Got Stripes,Johnny Cash,Classic Cash: Hall of Fame Series,1959,Harmonix,1,3,1,3,2,3,-1,-1,2,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - I Walk the Line,I Walk the Line,Johnny Cash,Classic Cash: Hall of Fame Series,1957,Harmonix,1,1,1,3,3,3,0,1,3,3,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Ring of Fire,Ring of Fire,Johnny Cash,Ring of Fire: The Best of Johnny Cash,1963,Harmonix,4,1,1,4,-1,2,-1,-1,-1,4,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Ring of Fire (RB3 version),Ring of Fire (RB3 version),Johnny Cash,Ring of Fire: The Best of Johnny Cash,1963,Harmonix,4,1,1,4,6,2,-1,-1,4,4,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - Tennessee Flat Top Box,Tennessee Flat Top Box,Johnny Cash,Classic Cash: Hall of Fame Series,1957,Harmonix,3,4,1,4,2,1,4,1,2,4,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cash - The Ballad of Ira Hayes,The Ballad of Ira Hayes,Johnny Cash,Classic Cash: Hall of Fame Series,1964,Harmonix,1,2,1,3,1,1,-1,-1,1,3,-1,FALSE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Johnny Cooper - Don't Feel Like That Anymore (RB3 version),Don't Feel Like That Anymore (RB3 Version),Johnny Cooper,Follow,2009,Harmonix,4,3,2,3,-1,2,3,3,-1,3,-1,TRUE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,Unknown,matched_no_artist_filter_no_guitar_or_bass_track
"John & Yoko, The Plastic Ono Band - Happy Xmas (War is Over)",Happy Xmas (War is Over),"John & Yoko, The Plastic Ono Band",Happy Xmas (War is Over),1971,Harmonix,1,1,0,1,4,2,-1,-1,4,1,2,FALSE,TRUE,TRUE,TRUE,"drums.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched_no_artist_filter
Joy Division - Love Will Tear Us Apart,Love Will Tear Us Apart,Joy Division,Love Will Tear Us Apart,1980,Harmonix,2,1,3,5,0,1,1,2,0,5,-1,TRUE,TRUE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",-2 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Juanes - Me Enamora,Me Enamora,Juanes,La Vida... Es un Ratico,2007,Harmonix,4,1,1,4,4,6,2,6,4,4,6,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Justin Moore - Backwoods,Backwoods,Justin Moore,Justin Moore,2009,Harmonix,1,2,3,2,-1,3,-1,-1,-1,2,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Justin Moore - Backwoods (RB3 version),Backwoods (RB3 version),Justin Moore,Justin Moore,2009,Harmonix,1,2,3,2,4,3,-1,-1,3,2,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
Keith Urban - Kiss a Girl,Kiss a Girl,Keith Urban,Defying Gravity,2009,Harmonix,1,3,2,2,-1,3,-1,-1,-1,2,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Keith Urban - Kiss a Girl (RB3 version),Kiss a Girl (RB3 version),Keith Urban,Defying Gravity,2009,Harmonix,1,3,2,2,5,3,-1,-1,4,2,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Kenny Loggins - Footloose,Footloose,Kenny Loggins,The Essential Kenny Loggins,1984,Harmonix,4,4,5,3,2,5,4,5,2,3,5,TRUE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Kenny Loggins - I'm Alright,I'm Alright,Kenny Loggins,The Essential Kenny Loggins,1980,Harmonix,3,3,3,3,-1,6,-1,-1,-1,3,-1,FALSE,FALSE,TRUE,FALSE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Killswitch Engage - Starting Over (2x Bass Pedal Expert+),Starting Over,Killswitch Engage,Killswitch Engage,2009,Harmonix,2,5,3,3,0,2,-1,-1,1,3,2,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
Killswitch Engage - The Arms of Sorrow (2x Bass Pedal Expert+),The Arms of Sorrow,Killswitch Engage,As Daylight Dies,2006,Harmonix,3,4,3,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
Killswitch Engage - The End of Heartache (2x Bass Pedal Expert+),The End of Heartache,Killswitch Engage,The End of Heartache,2004,Harmonix,3,4,3,3,-1,2,4,2,-1,3,2,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-4 -2 -2 -2 -2 -2,-4 -2 -2 -2,matched
KISS - Rock and Roll All Nite (Live),Rock and Roll All Nite (Live),KISS,Dressed to Kill Tour,1975,Harmonix,4,4,4,4,-1,2,4,3,-1,4,2,TRUE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
KISS - Strutter (Live),Strutter (Live),KISS,Dressed to Kill Tour,1975,Harmonix,4,4,4,4,-1,3,-1,-1,-1,4,3,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-1 -1 -1 -1 -1 -1,-1 -1 -1 -1,matched
KoRn - Falling Away from Me,Falling Away from Me,KoRn,Issues,1999,Harmonix,2,2,2,3,-1,4,-1,-1,-1,3,4,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2 -2,-2 -2 -2 -2 -2,matched
KoRn - Freak on a Leash,Freak on a Leash,KoRn,Follow the Leader,1998,Harmonix,1,1,2,3,0,3,-1,-1,0,3,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,-2 -2 -2 -2 -2 -2 -2,-2 -2 -2 -2 -2,matched
Lady Antebellum - Need You Now,Need You Now,Lady Antebellum,Need You Now,2010,Harmonix,1,1,2,1,1,3,-1,-1,1,1,3,FALSE,TRUE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, keys.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,0 0 0 0 0 0,0 0 0 0,matched
Lady Antebellum - Perfect Day,Perfect Day,Lady Antebellum,Need You Now,2010,Harmonix,5,5,3,4,-1,2,-1,-1,-1,4,2,FALSE,FALSE,TRUE,TRUE,"drums_1.ogg, drums_2.ogg, drums_3.ogg, guitar.ogg, rhythm.ogg, song.ogg, vocals.ogg",0 0 0 0 0 0,0 0 0 0,Unknown,Unknown,matched_no_guitar_or_bass_track
